dimension_id,maker,model,slug,generation,phase,trim,drive,transmission,length_mm,width_mm,height_mm,weight_kg,structural_check,manufacturer_check,checked_fields,findings,in_git_seed,sources,notes
"4419","ホンダ","フリード","freed","3代目 (2024-)","現行型","AIR","4WD","CVT","4310","1695","1780","1440","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","2024年発売時 AIR 4WD 6人乗り。"
"4420","ホンダ","フリード","freed","3代目 (2024-)","現行型","AIR EX","2WD","CVT","4310","1695","1755","1380","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf",""
"4421","ホンダ","フリード","freed","3代目 (2024-)","現行型","AIR EX","4WD","CVT","4310","1695","1780","1450","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","2024年発売時 AIR EX 4WD 6人乗り。"
"4422","ホンダ","フリード","freed","3代目 (2024-)","現行型","CROSSTAR","2WD","CVT","4310","1720","1755","1400","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf",""
"4423","ホンダ","フリード","freed","3代目 (2024-)","現行型","CROSSTAR","4WD","CVT","4310","1720","1780","1470","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf",""
"4424","ホンダ","フリード","freed","3代目 (2024-)","現行型","e:HEV AIR","2WD","CVT","4310","1695","1755","1410","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","e:HEV AIR FF 6人乗り、2024年6月発売時。"
"4425","ホンダ","フリード","freed","3代目 (2024-)","現行型","e:HEV AIR","4WD","CVT","4310","1695","1780","1490","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","e:HEV AIR 4WD 6人乗り、2024年6月発売時。"
"4426","ホンダ","フリード","freed","3代目 (2024-)","現行型","e:HEV AIR EX","2WD","CVT","4310","1695","1755","1420","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","e:HEV AIR EX FF、6/7人とも1480kg。"
"4427","ホンダ","フリード","freed","3代目 (2024-)","現行型","e:HEV AIR EX","4WD","CVT","4310","1695","1780","1500","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","e:HEV AIR EX 4WD 6人乗り。"
"4428","ホンダ","フリード","freed","3代目 (2024-)","現行型","e:HEV CROSSTAR","2WD","CVT","4310","1720","1755","1440","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","e:HEV CROSSTAR FFは5人乗り1,480kg、6人乗り1,490kg。DB1,440kgはどちらよりも軽い。乗車定員を特定して修正する。"
"4429","ホンダ","フリード","freed","3代目 (2024-)","現行型","e:HEV CROSSTAR","4WD","CVT","4310","1720","1780","1520","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","誤り確認","あり","https://www.honda.co.jp/factbook/auto/FREED/202406/4240627-freed.pdf","e:HEV CROSSTAR 4WDは5人乗り1,560kg、6人乗り1,580kg。DB1,520kgはどちらよりも軽い。乗車定員を特定して修正する。"
"4430","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","G (7人)","2WD","CVT","4265","1695","1710","1360","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4431","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","G (6人)","2WD","CVT","4265","1695","1710","1350","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4432","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","G (6人)","4WD","CVT","4265","1695","1735","1410","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4433","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","CROSSTAR (6人)","2WD","CVT","4265","1695","1710","1380","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4434","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","CROSSTAR (6人)","4WD","CVT","4265","1695","1735","1440","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4435","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","HYBRID G (7人)","2WD","7DCT","4265","1695","1710","1430","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4436","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","HYBRID G (6人)","2WD","7DCT","4265","1695","1710","1410","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4437","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","HYBRID G (6人)","4WD","7DCT","4265","1695","1735","1480","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4438","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","HYBRID CROSSTAR (6人)","2WD","7DCT","4265","1695","1710","1440","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4439","ホンダ","フリード","freed","2代目 GB5/6/7/8 (2016-2024)","前期型","HYBRID CROSSTAR (6人)","4WD","7DCT","4265","1695","1735","1510","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/freed/2024/common/pdf/freed_spec_list.pdf",""
"4440","日産","セレナ","serena","C28型 (2022-)","現行型","X","2WD","CVT","4690","1695","1870","1670","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4441","日産","セレナ","serena","C28型 (2022-)","現行型","X","4WD","CVT","4690","1695","1870","1740","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4442","日産","セレナ","serena","C28型 (2022-)","現行型","XV","2WD","CVT","4690","1695","1870","1680","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4443","日産","セレナ","serena","C28型 (2022-)","現行型","XV","4WD","CVT","4690","1695","1870","1750","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4444","日産","セレナ","serena","C28型 (2022-)","現行型","ハイウェイスターV","2WD","CVT","4765","1715","1870","1690","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4445","日産","セレナ","serena","C28型 (2022-)","現行型","ハイウェイスターV","4WD","CVT","4765","1715","1870","1760","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4446","日産","セレナ","serena","C28型 (2022-)","現行型","e-POWER X","2WD","e-POWER","4690","1695","1870","1760","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4447","日産","セレナ","serena","C28型 (2022-)","現行型","e-POWER XV","2WD","e-POWER","4690","1695","1870","1770","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4448","日産","セレナ","serena","C28型 (2022-)","現行型","e-POWER ハイウェイスターV","2WD","e-POWER","4765","1715","1870","1790","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4449","日産","セレナ","serena","C28型 (2022-)","現行型","e-POWER LUXION","2WD","e-POWER","4765","1715","1885","1810","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://history.nissan.co.jp/ARCHIVES/PDF/SERENA/C28/20221128/serena_specsheet.pdf","C28発売期公式表、標準車両重量。"
"4450","日産","セレナ","serena","C27型 (2016-2022)","前期型","X","2WD","CVT","4690","1695","1865","1650","基礎整合性検査済み","未照合","","未判定","あり","",""
"4451","日産","セレナ","serena","C27型 (2016-2022)","前期型","X","4WD","CVT","4690","1695","1875","1730","基礎整合性検査済み","未照合","","未判定","あり","",""
"4452","日産","セレナ","serena","C27型 (2016-2022)","前期型","XV","2WD","CVT","4690","1695","1865","1660","基礎整合性検査済み","未照合","","未判定","あり","",""
"4453","日産","セレナ","serena","C27型 (2016-2022)","前期型","ハイウェイスター","2WD","CVT","4770","1740","1865","1680","基礎整合性検査済み","未照合","","未判定","あり","",""
"4454","日産","セレナ","serena","C27型 (2016-2022)","前期型","ハイウェイスター","4WD","CVT","4770","1740","1875","1760","基礎整合性検査済み","未照合","","未判定","あり","",""
"4455","日産","セレナ","serena","C27型 (2016-2022)","前期型","ハイウェイスターV","2WD","CVT","4770","1740","1865","1700","基礎整合性検査済み","未照合","","未判定","あり","",""
"4456","日産","セレナ","serena","C27型 (2016-2022)","前期型","e-POWER X","2WD","e-POWER","4690","1695","1865","1740","基礎整合性検査済み","未照合","","未判定","あり","",""
"4457","日産","セレナ","serena","C27型 (2016-2022)","前期型","e-POWER ハイウェイスターV","2WD","e-POWER","4770","1740","1865","1760","基礎整合性検査済み","未照合","","未判定","あり","",""
"4458","マツダ","CX-5","cx-5","2代目 (2017-)","現行型","20S","2WD","6AT","4545","1840","1690","1520","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://newsroom.mazda.com/ja/publicity/release/2018/201802/180208aa.pdf","2018年前期の寸法と一致。2025年版は4575×1845×1690。全行の重量・グレード設定が同じ年式とは限らない。"
